source;campaign_id;adset_id;ad_id;date;spend;impressions;clicks;installs;registrations;timestamp
google;goog_camp_001;goog_adset_001;goog_ad_001;07.01.2024;109.2387;2730;21;7;7;2024-01-07 02:58:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.01.2024;113.9964;2849;22;7;7;2024-01-07 07:16:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.01.2024;118.754;2968;23;8;8;2024-01-07 11:31:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.01.2024;123.5117;3087;24;8;8;2024-01-07 15:34:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.01.2024;128.2694;3206;25;8;8;2024-01-07 19:55:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.01.2024;133.0271;3325;26;9;9;2024-01-08 00:03:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.01.2024;134.292;3356;26;9;9;2024-01-08 00:50:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.01.2024;135.5568;3388;26;9;9;2024-01-08 06:34:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.01.2024;136.8217;3419;26;9;9;2024-01-08 12:23:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.01.2024;138.0865;3451;26;9;9;2024-01-08 18:14:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.01.2024;139.3514;3483;27;10;9;2024-01-09 00:02:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.01.2024;141.0833;3526;27;10;9;2024-01-09 00:57:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.01.2024;142.8151;3569;27;10;9;2024-01-09 05:35:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.01.2024;144.547;3613;28;10;9;2024-01-09 10:10:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.01.2024;146.2789;3656;28;10;9;2024-01-09 14:47:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.01.2024;148.0107;3699;28;10;9;2024-01-09 19:25:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.01.2024;149.7426;3743;29;11;10;2024-01-10 00:08:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;10.01.2024;156.6328;3915;30;11;10;2024-01-10 00:37:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;10.01.2024;163.5229;4087;32;11;11;2024-01-10 12:15:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;10.01.2024;170.4131;4260;34;12;12;2024-01-11 00:05:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;11.01.2024;180.8652;4521;36;12;12;2024-01-11 02:06:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;11.01.2024;191.3173;4782;38;13;13;2024-01-11 09:29:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;11.01.2024;201.7695;5043;40;14;14;2024-01-11 16:46:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;11.01.2024;212.2216;5305;42;15;15;2024-01-12 00:00:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.01.2024;240.1656;6003;47;17;17;2024-01-12 02:29:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.01.2024;268.1095;6702;53;19;19;2024-01-12 13:23:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.01.2024;296.0535;7401;59;21;21;2024-01-13 00:03:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;13.01.2024;304.4466;7610;60;21;21;2024-01-13 01:36:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;13.01.2024;312.8398;7820;62;22;21;2024-01-13 12:51:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;13.01.2024;321.2329;8030;64;23;22;2024-01-14 00:12:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.01.2024;327.9359;8197;65;23;22;2024-01-14 01:04:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.01.2024;334.6389;8365;66;24;23;2024-01-14 06:45:44 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.01.2024;341.3419;8532;67;24;23;2024-01-14 12:29:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.01.2024;348.0449;8700;68;25;24;2024-01-14 18:27:14 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.01.2024;354.7479;8868;70;26;25;2024-01-15 00:02:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;15.01.2024;356.6229;8915;70;26;25;2024-01-15 01:07:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;15.01.2024;358.498;8962;71;26;25;2024-01-15 12:42:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;15.01.2024;360.373;9009;72;26;25;2024-01-16 00:07:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.01.2024;371.337;9283;74;27;25;2024-01-16 01:00:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.01.2024;382.3011;9557;76;28;26;2024-01-16 12:34:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.01.2024;393.2651;9831;78;29;27;2024-01-17 00:12:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.01.2024;416.5089;10412;82;30;28;2024-01-17 00:34:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.01.2024;439.7526;10993;87;32;30;2024-01-17 12:18:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.01.2024;462.9964;11574;92;34;32;2024-01-18 00:10:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.01.2024;466.4489;11660;92;34;32;2024-01-18 02:04:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.01.2024;469.9013;11746;93;34;32;2024-01-18 13:01:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.01.2024;473.3538;11833;94;35;33;2024-01-19 00:11:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.01.2024;475.8907;11896;94;35;33;2024-01-19 03:57:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.01.2024;478.4276;11959;95;35;33;2024-01-19 08:58:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.01.2024;480.9644;12023;95;35;33;2024-01-19 14:05:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.01.2024;483.5013;12086;96;35;33;2024-01-19 19:10:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.01.2024;486.0382;12150;97;35;34;2024-01-20 00:01:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;20.01.2024;495.195;12379;98;35;34;2024-01-20 02:35:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;20.01.2024;504.3518;12608;100;36;35;2024-01-20 09:36:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;20.01.2024;513.5087;12837;102;37;36;2024-01-20 16:48:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;20.01.2024;522.6655;13066;104;38;37;2024-01-21 00:13:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;21.01.2024;527.7835;13194;105;38;37;2024-01-21 03:39:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;21.01.2024;532.9016;13322;106;39;37;2024-01-21 10:30:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;21.01.2024;538.0196;13450;107;39;37;2024-01-21 17:09:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;21.01.2024;543.1376;13578;108;40;38;2024-01-22 00:03:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.01.2024;543.5668;13588;108;40;38;2024-01-22 02:27:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.01.2024;543.996;13599;108;40;38;2024-01-22 06:41:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.01.2024;544.4252;13610;108;40;38;2024-01-22 11:00:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.01.2024;544.8544;13620;108;40;38;2024-01-22 15:24:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.01.2024;545.2836;13631;108;40;38;2024-01-22 19:45:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.01.2024;545.7128;13642;109;40;38;2024-01-23 00:11:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;23.01.2024;547.9364;13697;109;40;38;2024-01-23 02:51:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;23.01.2024;550.16;13753;109;40;38;2024-01-23 06:59:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;23.01.2024;552.3836;13809;110;40;38;2024-01-23 11:14:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;23.01.2024;554.6073;13864;110;40;38;2024-01-23 15:40:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;23.01.2024;556.8309;13920;110;40;38;2024-01-23 19:56:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;23.01.2024;559.0545;13976;111;41;39;2024-01-24 00:08:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.01.2024;567.7095;14192;112;41;39;2024-01-24 01:21:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.01.2024;576.3645;14408;114;42;40;2024-01-24 05:49:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.01.2024;585.0195;14625;116;43;41;2024-01-24 10:23:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.01.2024;593.6745;14841;118;43;41;2024-01-24 15:06:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.01.2024;602.3295;15057;120;44;42;2024-01-24 19:32:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.01.2024;610.9845;15274;122;45;43;2024-01-25 00:14:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.01.2024;613.6581;15340;122;45;43;2024-01-25 02:09:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.01.2024;616.3318;15407;123;45;43;2024-01-25 06:27:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.01.2024;619.0054;15474;123;45;43;2024-01-25 11:01:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.01.2024;621.679;15541;124;45;43;2024-01-25 15:13:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.01.2024;624.3527;15608;124;45;43;2024-01-25 19:48:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.01.2024;627.0263;15675;125;46;44;2024-01-26 00:12:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;26.01.2024;632.37;15808;126;46;44;2024-01-26 00:27:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;26.01.2024;637.7137;15942;127;46;44;2024-01-26 12:17:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;26.01.2024;643.0574;16076;128;47;45;2024-01-27 00:12:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;27.01.2024;651.8183;16295;129;47;45;2024-01-27 03:10:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;27.01.2024;660.5792;16514;131;48;46;2024-01-27 10:14:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;27.01.2024;669.3401;16733;133;49;47;2024-01-27 17:01:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;27.01.2024;678.101;16952;135;50;48;2024-01-28 00:10:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.01.2024;684.5611;17113;136;50;48;2024-01-28 00:52:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.01.2024;691.0212;17275;137;51;48;2024-01-28 08:39:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.01.2024;697.4812;17436;138;51;48;2024-01-28 16:24:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.01.2024;703.9413;17598;140;52;49;2024-01-29 00:14:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.01.2024;707.0115;17674;140;52;49;2024-01-29 03:40:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.01.2024;710.0817;17751;141;52;49;2024-01-29 08:44:44 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.01.2024;713.152;17828;141;52;50;2024-01-29 13:54:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.01.2024;716.2222;17905;142;52;50;2024-01-29 19:00:14 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.01.2024;719.2924;17982;143;53;51;2024-01-30 00:13:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;30.01.2024;721.6884;18041;143;53;51;2024-01-30 03:04:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;30.01.2024;724.0844;18101;144;53;51;2024-01-30 08:14:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;30.01.2024;726.4805;18161;144;53;51;2024-01-30 13:42:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;30.01.2024;728.8765;18221;145;53;51;2024-01-30 18:49:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;30.01.2024;731.2725;18281;146;54;51;2024-01-31 00:14:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;31.01.2024;758.701;18966;151;56;53;2024-01-31 03:39:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;31.01.2024;786.1296;19652;157;58;55;2024-01-31 10:22:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;31.01.2024;813.5581;20338;162;60;57;2024-01-31 17:24:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;31.01.2024;840.9866;21024;168;62;59;2024-02-01 00:08:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;01.02.2024;848.7059;21217;169;62;59;2024-02-01 03:09:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;01.02.2024;856.4252;21410;171;63;60;2024-02-01 07:21:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;01.02.2024;864.1444;21603;172;63;60;2024-02-01 11:32:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;01.02.2024;871.8637;21796;174;64;61;2024-02-01 15:41:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;01.02.2024;879.583;21989;175;64;61;2024-02-01 20:00:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;01.02.2024;887.3023;22182;177;65;62;2024-02-02 00:03:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;02.02.2024;893.01;22324;178;65;62;2024-02-02 00:11:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;02.02.2024;898.7177;22467;179;65;63;2024-02-02 06:07:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;02.02.2024;904.4254;22610;180;66;63;2024-02-02 12:07:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;02.02.2024;910.1331;22753;181;66;64;2024-02-02 18:12:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;02.02.2024;915.8408;22896;183;67;65;2024-02-03 00:11:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.02.2024;923.3017;23082;184;67;65;2024-02-03 02:15:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.02.2024;930.7626;23269;186;68;66;2024-02-03 09:37:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.02.2024;938.2236;23455;187;68;66;2024-02-03 16:53:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.02.2024;945.6845;23642;189;69;67;2024-02-04 00:04:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;04.02.2024;949.3218;23732;189;69;67;2024-02-04 01:02:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;04.02.2024;952.9591;23823;190;69;67;2024-02-04 07:00:44 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;04.02.2024;956.5963;23914;190;70;67;2024-02-04 12:43:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;04.02.2024;960.2336;24005;191;70;67;2024-02-04 18:24:14 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;04.02.2024;963.8709;24096;192;71;68;2024-02-05 00:09:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;05.02.2024;968.9943;24224;193;71;68;2024-02-05 02:06:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;05.02.2024;974.1177;24352;194;71;68;2024-02-05 07:29:44 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;05.02.2024;979.2411;24480;195;72;69;2024-02-05 13:08:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;05.02.2024;984.3645;24608;196;72;69;2024-02-05 18:35:14 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;05.02.2024;989.4879;24737;197;73;70;2024-02-06 00:08:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;06.02.2024;995.0576;24876;198;73;70;2024-02-06 00:59:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;06.02.2024;1000.6274;25015;199;73;70;2024-02-06 12:31:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;06.02.2024;1006.1971;25154;201;74;71;2024-02-07 00:10:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.02.2024;1008.1036;25201;201;74;71;2024-02-07 00:16:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.02.2024;1010.0101;25249;201;74;71;2024-02-07 06:13:14 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.02.2024;1011.9167;25297;202;74;71;2024-02-07 12:03:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.02.2024;1013.8232;25345;202;74;71;2024-02-07 18:08:44 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.02.2024;1015.7297;25393;203;75;72;2024-02-08 00:04:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.02.2024;1024.5125;25612;204;75;72;2024-02-08 03:25:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.02.2024;1033.2953;25831;206;76;72;2024-02-08 13:53:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.02.2024;1042.0781;26051;208;77;73;2024-02-09 00:11:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.02.2024;1045.974;26148;208;77;73;2024-02-09 02:24:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.02.2024;1049.8698;26246;209;77;74;2024-02-09 09:43:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.02.2024;1053.7656;26343;210;77;74;2024-02-09 16:59:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.02.2024;1057.6615;26441;211;78;75;2024-02-10 00:13:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;10.02.2024;1064.4968;26612;212;78;75;2024-02-10 03:45:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;10.02.2024;1071.3321;26783;214;79;76;2024-02-10 10:25:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;10.02.2024;1078.1674;26954;215;79;76;2024-02-10 17:12:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;10.02.2024;1085.0027;27125;217;80;77;2024-02-11 00:05:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;11.02.2024;1092.7694;27319;218;80;77;2024-02-11 02:31:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;11.02.2024;1100.5362;27513;220;81;78;2024-02-11 09:42:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;11.02.2024;1108.303;27707;221;81;78;2024-02-11 17:01:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;11.02.2024;1116.0697;27901;223;82;79;2024-02-12 00:06:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.02.2024;1120.7992;28019;223;82;79;2024-02-12 00:06:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.02.2024;1125.5287;28137;224;82;79;2024-02-12 04:58:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.02.2024;1130.2582;28256;225;83;80;2024-02-12 09:53:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.02.2024;1134.9876;28374;226;83;80;2024-02-12 14:28:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.02.2024;1139.7171;28492;227;83;80;2024-02-12 19:20:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.02.2024;1144.4466;28611;228;84;81;2024-02-13 00:03:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;13.02.2024;1145.92;28647;228;84;81;2024-02-13 00:34:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;13.02.2024;1147.3934;28684;228;84;81;2024-02-13 05:15:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;13.02.2024;1148.8668;28721;229;84;81;2024-02-13 09:56:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;13.02.2024;1150.3403;28758;229;84;81;2024-02-13 14:43:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;13.02.2024;1151.8137;28795;229;84;81;2024-02-13 19:25:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;13.02.2024;1153.2871;28832;230;85;81;2024-02-14 00:08:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.02.2024;1155.6636;28891;230;85;81;2024-02-14 02:45:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.02.2024;1158.0401;28950;231;85;81;2024-02-14 07:04:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.02.2024;1160.4166;29010;231;85;81;2024-02-14 11:17:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.02.2024;1162.7931;29069;232;85;81;2024-02-14 15:34:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.02.2024;1165.1696;29128;232;85;81;2024-02-14 19:55:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.02.2024;1167.5461;29188;233;86;82;2024-02-15 00:14:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;15.02.2024;1170.1839;29254;233;86;82;2024-02-15 03:55:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;15.02.2024;1172.8217;29320;234;86;82;2024-02-15 07:56:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;15.02.2024;1175.4596;29386;234;86;83;2024-02-15 12:04:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;15.02.2024;1178.0974;29452;235;86;83;2024-02-15 15:59:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;15.02.2024;1180.7352;29518;235;86;83;2024-02-15 20:06:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;15.02.2024;1183.373;29584;236;87;84;2024-02-16 00:11:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.02.2024;1189.9385;29748;237;87;84;2024-02-16 01:54:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.02.2024;1196.5039;29912;238;88;84;2024-02-16 06:25:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.02.2024;1203.0694;30076;240;88;85;2024-02-16 10:47:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.02.2024;1209.6348;30240;241;89;85;2024-02-16 15:07:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.02.2024;1216.2002;30404;242;89;85;2024-02-16 19:44:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.02.2024;1222.7657;30569;244;90;86;2024-02-17 00:03:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.02.2024;1229.1009;30727;245;90;86;2024-02-17 03:14:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.02.2024;1235.436;30885;246;91;87;2024-02-17 07:16:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.02.2024;1241.7712;31044;248;91;87;2024-02-17 11:34:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.02.2024;1248.1064;31202;249;92;88;2024-02-17 15:42:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.02.2024;1254.4415;31360;250;92;88;2024-02-17 20:03:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.02.2024;1260.7767;31519;252;93;89;2024-02-18 00:01:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.02.2024;1262.5999;31564;252;93;89;2024-02-18 00:13:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.02.2024;1264.423;31610;252;93;89;2024-02-18 05:03:35 UTC
